subject_id,trial_id,task,fold,bin_start,bin_end,train_accuracy,test_accuracy,train_roc_auc,test_roc_auc,n_classes,n_train,n_test,n_features_post_norm,normalization,fold_seconds,cell,eval,ref_kind,view_kind,f0_hz,cap_hz,octave_step,half_bw
2,4,speech,1,-0.0,1.0,1.0,0.8857142857142857,1.0,0.905614244067584,2,1750,875,151725,per_session_robust_mad_cf,13.661940813064575,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,volume,0,-0.0,1.0,1.0,0.7142857142857143,1.0,0.7761198708504435,2,1750,875,151725,per_session_robust_mad_cf,13.784933805465698,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,volume,1,-0.0,1.0,1.0,0.7874285714285715,1.0,0.8546414427969864,2,1750,875,151725,per_session_robust_mad_cf,15.062681913375854,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,delta_volume,0,-0.0,1.0,1.0,0.7737142857142857,1.0,0.8246371587097583,2,1750,875,151725,per_session_robust_mad_cf,14.531198978424072,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,delta_volume,1,-0.0,1.0,1.0,0.7302857142857143,1.0,0.7872101710500192,2,1750,875,151725,per_session_robust_mad_cf,13.293729782104492,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,pitch,0,-0.0,1.0,1.0,0.552,1.0,0.5654498814039268,2,1750,875,151725,per_session_robust_mad_cf,14.952290296554564,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,pitch,1,-0.0,1.0,1.0,0.6422857142857142,1.0,0.6899026153830079,2,1750,875,151725,per_session_robust_mad_cf,13.898897409439089,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_index,0,-0.0,1.0,1.0,0.7274436090225563,1.0,0.7779552264118943,2,1064,532,151725,per_session_robust_mad_cf,8.674792766571045,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_index,1,-0.0,1.0,1.0,0.7537593984962406,1.0,0.8045324778110692,2,1064,532,151725,per_session_robust_mad_cf,12.6991708278656,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_gap,0,-0.0,1.0,1.0,0.5721455457967378,1.0,0.588377350411204,2,1593,797,151725,per_session_robust_mad_cf,13.081442594528198,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_gap,1,-0.0,1.0,1.0,0.6022584692597239,1.0,0.6429893830052518,2,1593,797,151725,per_session_robust_mad_cf,14.861979722976685,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,gpt2_surprisal,0,-0.0,1.0,1.0,0.6137142857142858,1.0,0.6352909522167539,2,1750,875,151725,per_session_robust_mad_cf,14.612457752227783,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,gpt2_surprisal,1,-0.0,1.0,1.0,0.6285714285714286,1.0,0.6756292906178489,2,1750,875,151725,per_session_robust_mad_cf,16.914352655410767,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_head_pos,0,-0.0,1.0,1.0,0.5977142857142858,1.0,0.6264746141709245,2,1750,875,151725,per_session_robust_mad_cf,14.547584056854248,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_head_pos,1,-0.0,1.0,1.0,0.632,1.0,0.6626072327931204,2,1750,875,151725,per_session_robust_mad_cf,15.941113471984863,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_part_speech,0,-0.0,1.0,1.0,0.6335877862595419,1.0,0.6569838587494901,2,1048,524,151725,per_session_robust_mad_cf,9.393733263015749,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_part_speech,1,-0.0,1.0,1.0,0.6030534351145038,1.0,0.6572533651885089,2,1048,524,151725,per_session_robust_mad_cf,9.485718488693236,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_length,0,-0.0,1.0,1.0,0.6377142857142857,1.0,0.6653122159179963,2,1750,875,151725,per_session_robust_mad_cf,14.101349115371704,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,word_length,1,-0.0,1.0,1.0,0.6685714285714286,1.0,0.7028188771511865,2,1750,875,151725,per_session_robust_mad_cf,15.427103996276855,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
2,4,global_flow,0,-0.0,1.0,1.0,0.5108571428571429,1.0,0.4804185866691745,2,1750,875,151725,per_session_robust_mad_cf,13.208250522613524,G,within,shaft_laplacian,raw_multi_stft,2.0,256.0,0.5,0.5
